2018-09-29 14:54:35,219 - INFO - session更新headers数据失败,可能请求失败	当前传入参数不是dict格式，请检查...
2018-09-29 14:57:07,411 - INFO - session更新headers数据失败,可能请求失败	当前传入参数不是dict格式，请检查...
2018-09-29 14:57:48,944 - INFO - session更新headers数据失败,可能请求失败	当前传入参数不是dict格式，请检查...
2018-09-29 14:59:15,528 - INFO - session更新headers数据失败,可能请求失败	当前传入参数不是dict格式，请检查...
2018-09-29 14:59:46,019 - INFO - session更新headers数据失败,可能请求失败	当前传入参数不是dict格式，请检查...
2018-09-29 15:02:18,581 - INFO - session更新headers数据失败,可能请求失败	当前传入参数不是dict格式，请检查...
2018-10-08 11:52:20,140 - INFO - 请求出现状态码异常:	503
2018-10-08 11:58:26,039 - INFO - 请求出现状态码异常:	503
2018-10-08 12:55:15,437 - INFO - 请求出现状态码异常:	503
2018-10-08 12:55:37,453 - INFO - 请求出现状态码异常:	503
2018-10-08 12:57:19,221 - INFO - 请求出现状态码异常:	503
2018-10-08 12:57:41,238 - INFO - 请求出现状态码异常:	503
2018-10-08 12:58:03,300 - INFO - 请求出现状态码异常:	503
2018-10-08 12:58:25,313 - INFO - 请求出现状态码异常:	503
2018-10-08 12:58:47,327 - INFO - 请求出现状态码异常:	503
2018-10-08 13:47:50,580 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:48:02,588 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:48:14,593 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:48:26,601 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:48:38,604 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:48:50,611 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:49:02,612 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:49:14,619 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:49:26,631 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:49:38,634 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:49:50,641 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:50:07,645 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:50:19,654 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:50:31,661 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:50:43,664 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:50:55,668 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:51:07,676 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 13:51:19,682 - INFO - 请求出错, 错误原因:	GET_request() missing 1 required positional argument: 'params'
2018-10-08 14:47:43,500 - INFO - 请求出现状态码异常:	404
2018-10-08 15:06:36,350 - INFO - 请求出现状态码异常:	302
2018-10-08 15:06:36,364 - INFO - 请求出现状态码异常:	302
2018-10-08 15:06:36,372 - INFO - 请求出现状态码异常:	302
2018-10-08 15:06:36,381 - INFO - 请求出现状态码异常:	302
2018-10-08 15:06:36,390 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:00,017 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:00,032 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:00,047 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:00,063 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:00,078 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:09,563 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:09,573 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:09,583 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:09,596 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:09,611 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:43,526 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:43,538 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:43,552 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:43,567 - INFO - 请求出现状态码异常:	302
2018-10-08 15:07:43,580 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,873 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,887 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,898 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,907 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,915 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,953 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,963 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,976 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:19,990 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:20,004 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:20,052 - INFO - 请求出现状态码异常:	302
2018-10-08 15:08:20,062 - INFO - 请求出现状态码异常:	302
